topology,reference_id,reference_family,threshold,passive_failure,first_cross_week,mechanism_signature,unclassified,event_specification,canonical_event_key
A,REF-A-Q-1823,sequential pair,moderate,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1823,sequential pair,severe,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1824,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1824,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1825,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1825,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1826,sequential pair,moderate,True,18.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1826,sequential pair,severe,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""corridor""}]"
A,REF-A-Q-1827,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1827,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1828,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1828,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1829,sequential pair,moderate,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1829,sequential pair,severe,True,20.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1830,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1830,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1831,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1831,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1832,sequential pair,moderate,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1832,sequential pair,severe,True,20.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1833,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1833,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1834,simultaneous pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1834,simultaneous pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1835,sequential pair,moderate,True,19.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1835,sequential pair,severe,True,20.0,Concentrated dependency; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""corridor""}]"
A,REF-A-Q-1836,sequential pair,moderate,True,14.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1836,sequential pair,severe,True,15.0,Concentrated dependency,False,"[{""target"":""corridor"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.25,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1837,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1837,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1838,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1838,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
A,REF-A-Q-1839,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1839,sequential pair,severe,False,,Unclassified,False,"[{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1840,simultaneous pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-P-1840,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":12,""target"":""corridor""}]"
A,REF-A-Q-1841,sequential pair,moderate,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""corridor"",""magnitude"":0.25,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.25,""recovery_weeks"":3,""start_week"":15,""target"":""corridor""}]"
